City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Country,Date
sigmaringen,48.0833,9.2167,54.34,89,97,2.44,DE,1665435475
aykhal,66,111.5,17.22,100,90,7.16,RU,1665435475
wagar,16.1525,36.2032,88.77,34,2,7.4,SD,1665435476
valencia,39.3333,-0.8333,61.68,80,100,2.17,ES,1665435376
juneau,58.3019,-134.4197,48.22,82,100,5.37,US,1665435472
watertown,42.3709,-71.1828,64.51,66,80,10,US,1665435492
oktyabrskoye,43.0645,44.7417,57.34,93,86,13.42,RU,1665435507
saskylakh,71.9167,114.0833,9.68,94,45,9.22,RU,1665435251
adrar,20.5022,-10.0711,92.23,20,25,10.6,MR,1665435515
leczna,51.3012,22.8814,46.11,100,0,5.75,PL,1665435245
kavieng,-2.5744,150.7967,81.46,71,11,8.41,PG,1665435539
enniscorthy,52.5008,-6.5578,51.48,79,75,2.98,IE,1665435541
damara,4.9608,18.7035,70.2,96,100,2.51,CF,1665435542
nizhniye achaluki,43.4028,44.7591,60.4,88,95,11.41,RU,1665435542
patiya,22.2931,91.9762,74.3,96,89,2.68,BD,1665435542
parrita,9.5201,-84.3225,81.05,77,100,4.09,CR,1665435543
maneadero,31.7167,-116.5667,68.11,85,18,3,MX,1665435543
koutiala,12.3917,-5.4642,82.18,56,67,8.43,ML,1665435543
lata,40.1629,-8.3327,63.91,95,50,1.81,PT,1665435544
kudahuvadhoo,2.6708,72.8944,81.21,79,35,20.27,MV,1665435545
falmouth,50.1544,-5.0711,50.9,87,20,4.61,GB,1665435549
mackay,-21.15,149.2,70.68,81,88,16.44,AU,1665435563
lingsugur,16.1667,76.5167,72.77,94,100,8.61,IN,1665435575
kananga,-5.8958,22.4178,73.15,63,48,2.98,CD,1665435577
vostok,46.4856,135.8833,42.71,95,100,2.8,RU,1665435577
biltine,14.5333,20.9167,87.76,21,6,6.02,TD,1665435577
kruisfontein,-34.0033,24.7314,68.88,77,99,5.26,ZA,1665435578
sandnessjoen,66.0217,12.6316,50.41,78,75,24.16,NO,1665435578
werda,-25.2667,23.2833,73.29,13,27,8.66,BW,1665435578
hovd,48.0056,91.6419,37.74,54,69,3.71,MN,1665435578
lokoja,7.8024,6.743,75.61,91,35,2.13,NG,1665435344
pisco,-13.7,-76.2167,68.05,60,0,17.27,PE,1665435590
berlevag,70.8578,29.0864,41,75,0,6.91,NO,1665435613
bajos de haina,18.4154,-70.0332,81.5,79,11,8.23,DO,1665435624
guerrero negro,27.9769,-114.0611,75.69,67,16,14.16,MX,1665435634
margate,51.3813,1.3862,54.7,69,5,4,GB,1665435486
george,-33.963,22.4617,62.15,82,100,11.5,ZA,1665435538
pizarro,4.9533,-77.366,77,90,100,6.08,CO,1665435644
tahe,52.3333,124.7333,28.6,80,3,3.24,CN,1665435650
camalu,30.85,-116.0667,72.99,72,17,11.5,MX,1665435667
riyadh,24.6877,46.7219,82.69,13,3,6.96,SA,1665435631
ewo,-0.8725,14.8206,73.58,89,99,3.02,CG,1665435678
mahon,39.8885,4.2658,68.56,88,20,5.75,ES,1665435406
shakawe,-18.3667,21.85,74.25,14,6,8.12,BW,1665435679
aden,12.7794,45.0367,84.38,66,72,14.27,YE,1665435680
great yarmouth,52.6083,1.7305,49.41,68,3,9.69,GB,1665435680
port hedland,-20.3167,118.5667,71.65,78,4,10.36,AU,1665435681
walvis bay,-22.9575,14.5053,60.1,85,97,1.92,NA,1665435659
lasa,46.6166,10.7002,51.37,88,84,3.2,IT,1665435712
severo-kurilsk,50.6789,156.125,46.53,84,100,12.5,RU,1665435682
kailua,21.4022,-157.7394,86.07,75,6,4.25,US,1665435713
slave lake,55.2834,-114.769,58.98,63,75,35.68,CA,1665435714
vestmannaeyjar,63.4427,-20.2734,38.82,58,96,3.09,IS,1665435716
yeppoon,-23.1333,150.7333,64.18,81,97,18.05,AU,1665435722
ashland,40.8167,-82.2665,70.16,44,0,7.34,US,1665435735
port moresby,-9.4431,147.1797,77.58,83,28,4,PG,1665435745
dubbo,-32.25,148.6167,53.73,82,100,12.66,AU,1665435746
tabou,4.423,-7.3528,77.27,89,81,6.29,CI,1665435748
poum,-20.2333,164.0167,77.18,74,100,22.95,NC,1665435749
fukue,32.6881,128.8419,64.22,65,100,21.25,JP,1665435749
kavaratti,10.5669,72.642,80.49,79,95,10.42,IN,1665435749
biak,-0.9131,122.8766,75.72,84,100,2.33,ID,1665435750
vila franca do campo,37.7167,-25.4333,75.2,92,29,4.05,PT,1665435751
bandiagara,14.3501,-3.6104,90.09,28,6,7.56,ML,1665435781
katherine,-14.4667,132.2667,73.72,56,16,4.61,AU,1665435782
lovozero,68.005,35.0117,35.94,90,64,1.7,RU,1665435782
puerto del rosario,28.5004,-13.8627,73.15,73,40,13.8,ES,1665435677
mandalgovi,45.7625,106.2708,32.95,28,44,2.64,MN,1665435785
jos,9.9167,8.9,68.05,63,37,2.93,NG,1665435756
yichun,47.7,128.9,27.14,70,1,4.05,CN,1665435815
merrill,45.1805,-89.6835,64.17,52,0,6.91,US,1665435816
pontes e lacerda,-15.2261,-59.3353,83.55,58,72,4,BR,1665435816
morgan city,29.6994,-91.2068,84.99,39,0,6.91,US,1665435816
kalush,49.0119,24.3731,42.06,81,0,5.97,UA,1665435817
palana,59.1167,159.9667,35.92,74,100,26.26,RU,1665435817
keetmanshoop,-26.5833,18.1333,82.02,15,89,2.48,NA,1665435817
colares,38.7992,-9.4469,67.33,97,6,17,PT,1665435820
nemuro,43.3236,145.575,59.68,88,100,14.16,JP,1665435849
hvolsvollur,63.7533,-20.2243,32.86,70,100,3.36,IS,1665435849
kumluca,36.3703,30.2869,72.37,56,0,4.63,TR,1665435850
champerico,14.3,-91.9167,75.61,91,100,5.66,GT,1665435850
mpanda,-6.3655,31.0409,75.99,37,99,0.98,TZ,1665435853
callaway,30.153,-85.5699,85.91,30,0,7,US,1665435853
mana,5.6592,-53.7767,79.38,89,17,8.05,GF,1665435855
kokopo,-4.352,152.2633,77.77,67,10,3.89,PG,1665435856
dingle,10.9995,122.6711,74.57,91,50,1.1,PH,1665435857
bilma,18.6853,12.9164,83.89,18,0,3.96,NE,1665435858
mehamn,71.0357,27.8492,40.95,75,0,5.75,NO,1665435859
ponta do sol,32.6667,-17.1,74.01,73,58,6.87,PT,1665435860
omsukchan,62.5333,155.8,2.98,94,79,4.97,RU,1665435861
manzhouli,49.6,117.4333,34.45,35,52,3.33,CN,1665435862
egvekinot,66.3167,-179.1667,14.16,68,51,6.29,RU,1665435864
cacu,-18.5567,-51.1308,71.37,82,100,4.12,BR,1665435864
maputo,-25.9653,32.5892,74.88,83,75,4.61,MZ,1665435675
chake chake,-5.2459,39.7666,73.17,81,33,10.22,TZ,1665435866
hamilton,39.1834,-84.5333,75.07,37,0,9.22,US,1665435867
flin flon,54.7682,-101.865,69.1,36,0,11.79,CA,1665435868
feijo,-8.1642,-70.3536,87.26,51,93,2.57,BR,1665435869
balikpapan,-1.2675,116.8289,76.19,100,40,5.75,ID,1665435870
hirara,24.8,125.2833,76.05,65,100,29.68,JP,1665435871
norman wells,65.282,-126.8329,32.83,92,100,29.06,CA,1665435872
sitka,57.0531,-135.33,51.69,71,100,3.44,US,1665435878
great falls,47.5002,-111.3008,74.59,28,0,26.46,US,1665435880
southampton,50.904,-1.4043,52.86,77,2,1.99,GB,1665435781
cap malheureux,-19.9842,57.6142,69.48,74,13,3,MU,1665435675
houma,29.5958,-90.7195,82,43,0,10.36,US,1665435883
valdez,1.2492,-78.9831,78.06,79,100,11.95,EC,1665435883
porto velho,-8.7619,-63.9039,82.45,65,40,9.22,BR,1665435849
waipawa,-41.4122,175.5153,54.66,80,100,17.38,NZ,1665435884
teocaltiche,21.4333,-102.5833,74.71,39,15,4.61,MX,1665435885
leningradskiy,69.3833,178.4167,21.33,70,100,21.23,RU,1665435885
urucui,-7.2294,-44.5561,92.46,22,79,6.62,BR,1665435886
pitanga,-24.7572,-51.7614,63.48,99,100,5.46,BR,1665435886
nishihara,26.1842,127.7558,72.68,62,40,17.27,JP,1665435890
colac,-38.3333,143.5833,53.83,75,100,5.28,AU,1665435891
zaraza,9.3503,-65.3245,82.96,73,100,2.59,VE,1665435892
narragansett,41.4501,-71.4495,65.71,69,0,6.91,US,1665435894
puerto madryn,-42.7692,-65.0385,66.72,26,4,21.79,AR,1665435895
uitenhage,-33.7576,25.3971,70.41,80,100,4.59,ZA,1665435896
luang prabang,19.8856,102.1347,65.55,97,76,1.61,LA,1665435686
oussouye,12.485,-16.5469,79.75,80,38,2.98,SN,1665435898
kununurra,-15.7667,128.7333,75.18,78,9,1.14,AU,1665435902
ahipara,-35.1667,173.1667,62.94,64,57,3.27,NZ,1665435903
rio gallegos,-51.6226,-69.2181,60.85,18,20,23.02,AR,1665435904
santiago del estero,-27.7951,-64.2615,75.65,17,2,9.06,AR,1665435677
macau,22.2006,113.5461,73.13,46,0,19.57,MO,1665435907
porto walter,-8.2686,-72.7439,97.59,27,71,3.65,BR,1665435909
amuntai,-2.4177,115.2494,73.26,99,100,1.07,ID,1665435802
estelle,29.8458,-90.1067,82,41,0,8.05,US,1665435912
sisimiut,66.9395,-53.6735,31.96,82,100,8.68,GL,1665435914
morondava,-20.2833,44.2833,75.45,84,0,7.23,MG,1665435915
artyom,40.4723,50.333,66.34,77,2,9.46,AZ,1665435916
chandauli,25.2667,83.2667,74.34,89,99,3.58,IN,1665435917
soyo,-6.1349,12.3689,76.75,84,6,6.91,AO,1665435917
bandarbeyla,9.4942,50.8122,77.32,90,80,12.88,SO,1665435918
artvin,41.1667,41.8333,54.66,96,97,3.71,TR,1665435624
sokoto,13.0609,5.239,85.82,40,5,6.85,NG,1665435918
saint-augustin,51.226,-58.6502,43.03,49,98,12.12,CA,1665435918
tautira,-17.7333,-149.15,76.14,78,27,13.27,PF,1665435919
yarim,14.298,44.3779,57.04,39,18,9.28,YE,1665435919
banhigan,9.859,123.3893,79.79,81,99,1.81,PH,1665435919
ponta delgada,37.7333,-25.6667,75.51,83,75,6.91,PT,1665435659
oliva,38.9197,-0.1194,67.64,91,100,5.99,ES,1665435929
kangaatsiaq,68.3065,-53.4641,30.2,63,100,13.98,GL,1665435945
capoeiras,-8.7347,-36.6267,66.97,77,82,13.29,BR,1665435951
mossendjo,-2.9506,12.7261,70.77,93,90,0.65,CG,1665435951
ewa beach,21.3156,-158.0072,87.01,63,0,11.5,US,1665435952
lisala,2.15,21.5167,71.31,96,100,2.04,CD,1665435952
kibaha,-6.7667,38.9167,66.33,92,7,4.18,TZ,1665435953
mezen,65.8522,44.24,44.71,84,100,10.22,RU,1665435953
aksarka,66.5606,67.7975,39.81,89,100,17.54,RU,1665435953
ygatimi,-24.0833,-55.5,64.35,89,94,3.31,PY,1665435953
kenai,60.5544,-151.2583,40.14,73,100,10.36,US,1665435953
la palma,33.8464,-118.0467,89.87,65,0,9.22,US,1665435954
jonesboro,35.8423,-90.7043,86.04,28,0,0,US,1665435954
bongor,10.2806,15.3722,76.03,80,14,5.93,TD,1665435954
pascagoula,30.3658,-88.5561,83.12,36,0,9.22,US,1665435955
areosa,41.7178,-8.8571,63.32,92,39,7.49,PT,1665435741
saravan,39.7196,45.6483,49.37,49,0,4.56,AM,1665435958
krasnoselkup,65.7,82.4667,39.9,98,100,9.33,RU,1665435959
takanabe,32.1333,131.5,55.8,76,98,5.61,JP,1665435959
waingapu,-9.6567,120.2641,80.38,74,100,3.24,ID,1665435961
iberia,29.9502,-91.7507,84.18,30,0,9.22,US,1665435962
pacific grove,36.6177,-121.9166,75.38,89,40,8.05,US,1665435963
hornepayne,49.2138,-84.7705,48.24,54,59,11.07,CA,1665435964
perbaungan,3.5679,98.956,77.11,92,100,4.23,ID,1665435965
huron,41.1501,-82.5499,70.52,50,3,4.59,US,1665435967
namatanai,-3.6667,152.4333,79.68,65,6,3.96,PG,1665435968
mazagao,-0.115,-51.2894,87.85,58,11,8.34,BR,1665435969
mackenzie,55.2999,-123.1698,57.43,27,25,12.39,CA,1665435969
kongolo,-5.3833,27,73.89,73,100,3.69,CD,1665435970
koslan,63.4564,48.8989,40.23,89,70,9.35,RU,1665435971
mutis,6.2262,-77.4044,78.57,86,91,4.27,CO,1665435972
adelaide,-34.9333,138.6,67.32,36,90,18.41,AU,1665435914
taguatinga,-12.3857,-46.5711,93.51,15,58,9.66,BR,1665435974
iraan,30.914,-101.8979,77.14,51,100,10,US,1665435975
ouargaye,11.5033,0.0572,82.63,60,28,7.05,BF,1665435976
rawatsar,29.2833,74.3833,73.54,85,0,4.43,IN,1665435977
mehran,33.1222,46.1646,81.25,24,0,10.54,IR,1665435978
marand,38.4329,45.7749,57.49,50,0,2.46,IR,1665435980
san quintin,30.4833,-115.95,72.18,74,6,13.96,MX,1665435980
kisangani,0.5167,25.2,70.03,95,53,1.25,CD,1665435981
karpogory,64.0019,44.4451,42.17,84,85,9.06,RU,1665435982
melito di porto salvo,37.9222,15.7714,68.22,88,20,5.75,IT,1665435983
plainview,40.7765,-73.4673,68.47,53,0,12.66,US,1665435984
porto novo,6.4965,2.6036,77.79,84,93,4.61,BJ,1665435701
mount gambier,-37.8333,140.7667,55.17,59,95,12.39,AU,1665435985
yagodnoye,62.55,149.6667,-3.23,94,25,3.62,RU,1665435985
alofi,-19.0595,-169.9187,80.49,83,75,13.8,NU,1665435985
batticaloa,7.7102,81.6924,78.08,84,59,2.01,LK,1665435986
demba,-5.51,22.2667,71.4,69,16,0.31,CD,1665435986
mandurah,-32.55,115.7,51.62,68,36,11.03,AU,1665435995
bulungu,-4.55,18.6,74.1,75,92,1.39,CD,1665436006
yenagoa,4.9247,6.2642,76.19,92,100,3.58,NG,1665435974
ayan,56.45,138.1667,36.45,65,94,11.79,RU,1665436020
samarai,-10.6167,150.6667,81.45,77,37,10.33,PG,1665436021
vanimo,-2.6741,141.3028,77.4,90,100,5.17,PG,1665436021
phuket,8,98.25,84.13,89,20,1.14,TH,1665435822
tias,28.9611,-13.645,69.48,78,20,12.66,ES,1665436022
jaisinghnagar,23.7,81.3833,73.06,91,100,3.22,IN,1665436024
moyale,3.5167,39.0584,74.01,42,67,3.4,KE,1665436029
kropotkin,45.4375,40.5756,54.1,73,7,16.26,RU,1665436053
peniche,39.3558,-9.3811,65.08,97,10,4.68,PT,1665436055
baruun-urt,46.6806,113.2792,30.51,36,36,9.06,MN,1665436055
mizan teferi,6.9833,35.5833,59.58,96,62,2.95,ET,1665436055
bacolod,10.6667,122.95,77.18,85,66,2.28,PH,1665436055
umm lajj,25.0213,37.2685,82.72,59,0,8.84,SA,1665436056
kerema,-7.9631,145.7785,77.74,83,100,3.58,PG,1665436056
matagami,49.7502,-77.6328,43.47,64,98,8.59,CA,1665436056
borger,52.9233,6.7931,48.81,90,2,7.78,NL,1665436057
gull lake,50.1001,-108.4847,74.55,20,2,15.7,CA,1665435915
marsa matruh,31.3525,27.2453,71.53,66,0,7.74,EG,1665435929
hualmay,-11.0964,-77.6139,66.15,74,50,11.79,PE,1665436089
saint-louis,16.3333,-15,90.81,42,20,2.3,SN,1665436089
zalegoshch,52.9008,36.8869,47.39,74,100,15.86,RU,1665436089
asuncion,-25.3007,-57.6359,54.84,94,100,3.44,PY,1665435949
port hawkesbury,45.6169,-61.3485,50.92,77,23,6.55,CA,1665436109
corn island,12.1694,-83.0418,83.23,77,99,11.86,NI,1665436113
sistranda,63.7256,8.834,48.16,75,74,37.11,NO,1665436115
nanortalik,60.1432,-45.2371,37.33,94,100,5.3,GL,1665436116
banda aceh,5.5577,95.3222,77.83,83,100,9.86,ID,1665436119
acajutla,13.5928,-89.8275,76.86,90,100,7.63,SV,1665436120
husavik,66.0449,-17.3389,22.62,89,87,9.89,IS,1665435929
dawei,14.0833,98.2,74.86,94,100,2.26,MM,1665436156
andenes,69.3143,16.1194,48.18,87,75,11.5,NO,1665435940
sibolga,1.7427,98.7792,75.99,85,99,2.46,ID,1665436156
verkhnyaya inta,65.9811,60.3094,38.35,96,100,21.77,RU,1665436157
drayton valley,53.2168,-114.9854,64.8,38,100,8.37,CA,1665436157
ossora,59.2353,163.0719,34.7,70,100,9.82,RU,1665436057
puerto leguizamo,-0.1934,-74.7819,83.66,61,99,1.28,CO,1665436192
ternate,0.8,127.4,79.77,79,96,2.82,ID,1665436192
alibag,18.6411,72.8792,82.47,85,100,2.55,IN,1665436192
harwich,51.9419,1.2844,49.51,75,5,4,GB,1665435917
valparaiso,-33.0393,-71.6273,59.23,88,20,10.36,CL,1665436004
huangzhai,38.0751,112.6595,30.61,32,1,0.89,CN,1665436193
aquiraz,-3.9014,-38.3911,80.69,77,16,12.06,BR,1665435968
gourdon,44.75,1.5,57.29,83,100,1.79,FR,1665436203
touros,-5.1989,-35.4608,78.21,79,7,16.13,BR,1665436225
cabedelo,-6.9811,-34.8339,79.47,76,8,15.26,BR,1665436226
coihaique,-45.5752,-72.0662,53.55,50,75,5.75,CL,1665436227
leshukonskoye,64.8989,45.7622,43.45,85,100,10.67,RU,1665436093
pueblo nuevo,23.3833,-105.3833,74.5,36,2,6.08,MX,1665436238
hope,33.6671,-93.5916,84.97,30,28,4.97,US,1665436258
pietersburg,-23.9045,29.4688,63.59,74,0,4.38,ZA,1665436203
skibbereen,51.55,-9.2667,48.49,76,71,2.42,IE,1665436259
portland,45.5234,-122.6762,80.53,52,75,5.75,US,1665436259
bitung,1.4451,125.1824,76.05,80,99,1.7,ID,1665436259
burgersdorp,-30.9977,26.3286,75.33,25,100,7.18,ZA,1665436260
kaura namoda,12.5898,6.5779,83.3,34,6,3.13,NG,1665436260
maralal,1.0968,36.698,60.31,52,29,7.85,KE,1665436260
mecca,21.4267,39.8261,84.09,52,0,2.19,SA,1665436262
moerai,-22.4333,-151.3333,70.3,72,98,23.42,PF,1665436266
sfantu gheorghe,45.8667,25.7833,49.26,75,84,4.14,RO,1665436043
whyalla,-33.0333,137.5833,64.44,38,100,16.6,AU,1665436270
rovinari,44.9167,23.1833,53.55,69,99,3.83,RO,1665436270
lanivtsi,49.8633,26.0908,43.03,77,14,7.29,UA,1665436271
komsomolskiy,40.4272,71.7189,52.52,54,0,4.61,UZ,1665436271
abha,18.2164,42.5053,61.05,23,0,0,SA,1665436262
catuday,16.2923,119.8062,78.33,79,65,6.67,PH,1665436271
luan,46.3592,6.9759,50.36,87,28,3.6,CH,1665436271
caravelas,-17.7125,-39.2481,75.83,80,55,7.83,BR,1665436271
laizhou,37.1717,119.9214,49.21,54,0,6.87,CN,1665436272
harper,4.375,-7.7169,76.77,89,83,5.39,LR,1665436272
sangar,63.9242,127.4739,16.16,93,46,1.95,RU,1665436272
mareeba,-17,145.4333,72.32,92,11,2.51,AU,1665436272
vikhorevka,56.1201,101.1636,40.59,93,100,9.53,RU,1665436272
